sale_id,product_id,color,quantity,sale_date,sale_amount
S0001792,P0004,グレー,1,2026-02-19,7276
S0001793,P0004,グレー,1,2026-02-21,7276
S0001794,P0004,グレー,4,2026-02-22,29104
S0001795,P0004,カーキ,3,2026-02-23,21828
S0001796,P0004,グレー,1,2026-02-23,7276
S0001797,P0004,カーキ,3,2026-02-24,21828
S0001798,P0004,グレー,3,2026-02-24,21828
S0001799,P0004,カーキ,1,2026-02-25,7276
S0001800,P0004,カーキ,1,2026-02-26,7276
S0001801,P0004,グレー,1,2026-02-26,7276
S0001802,P0004,グレー,2,2026-02-27,14552
S0001803,P0004,カーキ,2,2026-02-28,14552
S0001804,P0004,カーキ,1,2026-03-01,7276
S0001805,P0004,グレー,4,2026-03-01,29104
S0001806,P0004,カーキ,4,2026-03-02,29104
S0001807,P0004,グレー,1,2026-03-02,7276
S0001808,P0004,グレー,4,2026-03-03,29104
S0001809,P0004,グレー,2,2026-03-04,14552
S0001810,P0004,カーキ,1,2026-03-05,7276
S0001811,P0004,グレー,1,2026-03-05,7276
S0001812,P0004,カーキ,2,2026-03-06,14552
S0001813,P0004,カーキ,1,2026-03-07,7276
S0001814,P0004,カーキ,1,2026-03-08,7276
S0001815,P0004,グレー,2,2026-03-08,14552
S0001816,P0004,グレー,4,2026-03-09,29104
S0001817,P0004,カーキ,2,2026-03-10,14552
S0001818,P0004,グレー,2,2026-03-10,14552
S0001819,P0004,カーキ,4,2026-03-11,29104
S0001820,P0004,グレー,1,2026-03-11,7276
S0001821,P0004,カーキ,1,2026-03-12,7276
S0001822,P0004,カーキ,1,2026-03-13,7276
S0001823,P0004,グレー,4,2026-03-13,29104
S0001824,P0004,カーキ,1,2026-03-14,7276
S0001825,P0004,グレー,2,2026-03-14,14552
S0001826,P0004,カーキ,2,2026-03-15,14552
S0001827,P0004,グレー,1,2026-03-15,7276
S0001828,P0004,カーキ,4,2026-03-16,29104
S0001829,P0004,グレー,1,2026-03-16,7276
S0001830,P0004,カーキ,1,2026-03-17,7276
S0001831,P0004,グレー,2,2026-03-17,14552
S0001832,P0004,カーキ,2,2026-03-18,14552
S0001833,P0004,カーキ,2,2026-03-20,14552
S0001834,P0004,グレー,1,2026-03-20,7276
S0001835,P0004,グレー,3,2026-03-21,21828
S0001836,P0004,カーキ,1,2026-03-22,7276
S0001837,P0004,グレー,1,2026-03-22,7276
S0001838,P0004,グレー,2,2026-03-23,14552
S0001839,P0004,カーキ,3,2026-03-24,21828
S0001840,P0004,グレー,1,2026-03-24,7276
S0001841,P0004,カーキ,1,2026-03-25,7276
S0001842,P0004,グレー,2,2026-03-25,14552
S0001843,P0004,カーキ,3,2026-03-26,21828
S0001844,P0004,カーキ,1,2026-03-27,7276
S0001845,P0004,グレー,4,2026-03-27,29104
S0001846,P0004,カーキ,3,2026-03-28,21828
S0001847,P0004,カーキ,1,2026-03-29,7276
S0001848,P0004,カーキ,1,2026-03-30,7276
S0001849,P0004,グレー,2,2026-03-30,14552
S0001850,P0004,カーキ,1,2026-03-31,7276
S0001851,P0004,グレー,2,2026-03-31,14552
S0001852,P0004,カーキ,1,2026-04-01,7276
S0001853,P0004,グレー,1,2026-04-01,7276
S0001854,P0005,ベージュ,1,2025-04-02,5343
S0001855,P0005,ブラウン,1,2025-04-02,5343
S0001856,P0005,ネイビー,1,2025-04-02,5343
S0001857,P0005,ベージュ,1,2025-04-04,5343
S0001858,P0005,ブラック,1,2025-04-04,5343
S0001859,P0005,ブラック,1,2025-04-05,5343
S0001860,P0005,ブラウン,1,2025-04-05,5343
S0001861,P0005,ベージュ,1,2025-04-06,5343
S0001862,P0005,ブラック,1,2025-04-06,5343
S0001863,P0005,ブラウン,1,2025-04-06,5343
S0001864,P0005,ネイビー,1,2025-04-06,5343
S0001865,P0005,ベージュ,1,2025-04-07,5343
S0001866,P0005,ネイビー,1,2025-04-08,5343
S0001867,P0005,ベージュ,2,2025-04-10,10686
S0001868,P0005,ブラウン,1,2025-04-10,5343
S0001869,P0005,ベージュ,1,2025-04-11,5343
S0001870,P0005,ブラウン,1,2025-04-11,5343
S0001871,P0005,ブラック,1,2025-04-12,5343
S0001872,P0005,ブラウン,1,2025-04-12,5343
S0001873,P0005,ネイビー,1,2025-04-12,5343
S0001874,P0005,ブラウン,1,2025-04-13,5343
S0001875,P0005,ネイビー,1,2025-04-13,5343
S0001876,P0005,ネイビー,2,2025-04-14,10686
S0001877,P0005,ブラック,1,2025-04-18,5343
S0001878,P0005,ブラウン,1,2025-04-18,5343
S0001879,P0005,ベージュ,2,2025-04-19,10686
S0001880,P0005,ブラウン,1,2025-04-19,5343
S0001881,P0005,ベージュ,2,2025-04-21,10686
S0001882,P0005,ネイビー,1,2025-04-21,5343
S0001883,P0005,ブラック,1,2025-04-22,5343
S0001884,P0005,ベージュ,2,2025-04-24,10686
S0001885,P0005,ブラック,1,2025-04-24,5343
S0001886,P0005,ブラック,1,2025-04-25,5343
S0001887,P0005,ベージュ,2,2025-04-26,10686
S0001888,P0005,ブラック,1,2025-04-26,5343
S0001889,P0005,ベージュ,1,2025-04-27,5343
S0001890,P0005,ブラック,1,2025-04-27,5343
S0001891,P0005,ブラック,1,2025-04-28,5343
S0001892,P0005,ブラウン,1,2025-04-28,5343
S0001893,P0005,ブラック,1,2025-04-29,5343
S0001894,P0005,ネイビー,2,2025-04-29,10686
S0001895,P0005,ベージュ,1,2025-04-30,5343
S0001896,P0005,ブラック,1,2025-04-30,5343
S0001897,P0005,ネイビー,1,2025-04-30,5343
S0001898,P0005,ブラック,1,2025-05-01,5343
S0001899,P0005,ブラウン,1,2025-05-01,5343
S0001900,P0005,ネイビー,1,2025-05-01,5343
S0001901,P0005,ブラウン,2,2025-05-02,10686
S0001902,P0005,ネイビー,1,2025-05-02,5343
S0001903,P0005,ベージュ,1,2025-05-03,5343
S0001904,P0005,ベージュ,1,2025-05-05,5343
S0001905,P0005,ブラック,1,2025-05-06,5343
S0001906,P0005,ブラック,1,2025-05-08,5343
S0001907,P0005,ブラウン,1,2025-05-08,5343
S0001908,P0005,ベージュ,1,2025-05-09,5343
S0001909,P0005,ブラック,1,2025-05-09,5343
S0001910,P0005,ネイビー,1,2025-05-09,5343
S0001911,P0005,ブラウン,1,2025-05-10,5343
S0001912,P0005,ベージュ,2,2025-05-11,10686
S0001913,P0005,ブラック,2,2025-05-11,10686
S0001914,P0005,ブラウン,1,2025-05-11,5343
S0001915,P0005,ブラウン,1,2025-05-12,5343
S0001916,P0005,ブラック,1,2025-05-14,5343
S0001917,P0005,ブラウン,1,2025-05-14,5343
S0001918,P0005,ネイビー,1,2025-05-14,5343
S0001919,P0005,ネイビー,1,2025-05-15,5343
S0001920,P0005,ブラウン,1,2025-05-18,5343
S0001921,P0005,ベージュ,1,2025-05-20,5343
S0001922,P0005,ブラック,2,2025-05-20,10686
S0001923,P0005,ブラウン,3,2025-05-20,16029
S0001924,P0005,ベージュ,1,2025-05-21,5343
S0001925,P0005,ブラック,2,2025-05-21,10686
S0001926,P0005,ブラウン,1,2025-05-21,5343
S0001927,P0005,ネイビー,1,2025-05-21,5343
S0001928,P0005,ベージュ,2,2025-05-23,10686
S0001929,P0005,ブラック,1,2025-05-23,5343
S0001930,P0005,ブラウン,1,2025-05-23,5343
S0001931,P0005,ベージュ,1,2025-05-26,5343
S0001932,P0005,ブラック,1,2025-05-26,5343
S0001933,P0005,ブラウン,1,2025-05-26,5343
S0001934,P0005,ベージュ,1,2025-05-27,5343
S0001935,P0005,ブラック,1,2025-05-27,5343
S0001936,P0005,ブラウン,1,2025-05-27,5343
S0001937,P0005,ネイビー,1,2025-05-27,5343
S0001938,P0005,ベージュ,1,2025-05-28,5343
S0001939,P0005,ブラウン,1,2025-05-29,5343
S0001940,P0005,ネイビー,1,2025-05-29,5343
S0001941,P0005,ブラック,1,2025-05-30,5343
S0001942,P0005,ブラウン,1,2025-05-30,5343
S0001943,P0005,ブラウン,1,2025-05-31,5343
S0001944,P0005,ネイビー,1,2025-05-31,5343
S0001945,P0005,ブラック,1,2025-06-02,5343
S0001946,P0005,ブラウン,1,2025-06-02,5343
S0001947,P0005,ブラック,1,2025-06-03,5343
S0001948,P0005,ブラウン,1,2025-06-03,5343
S0001949,P0005,ベージュ,1,2025-06-06,5343
S0001950,P0005,ブラウン,1,2025-06-06,5343
S0001951,P0005,ベージュ,1,2025-06-07,5343
S0001952,P0005,ネイビー,1,2025-06-07,5343
S0001953,P0005,ベージュ,1,2025-06-08,5343
S0001954,P0005,ブラック,1,2025-06-08,5343
S0001955,P0005,ブラウン,1,2025-06-08,5343
S0001956,P0005,ネイビー,1,2025-06-11,5343
S0001957,P0005,ネイビー,1,2025-06-12,5343
S0001958,P0005,ブラック,1,2025-06-13,5343
S0001959,P0005,ブラック,1,2025-06-19,5343
S0001960,P0005,ベージュ,1,2025-06-20,5343
S0001961,P0005,ブラック,2,2025-06-20,10686
S0001962,P0005,ブラウン,1,2025-06-20,5343
S0001963,P0005,ブラウン,1,2025-06-22,5343
S0001964,P0005,ネイビー,1,2025-06-22,5343
S0001965,P0005,ブラック,2,2025-06-23,10686
S0001966,P0005,ネイビー,1,2025-06-23,5343
S0001967,P0005,ベージュ,1,2025-06-24,5343
S0001968,P0005,ネイビー,2,2025-06-24,10686
S0001969,P0005,ブラック,1,2025-06-25,5343
S0001970,P0005,ベージュ,1,2025-06-27,5343
S0001971,P0005,ブラウン,1,2025-06-27,5343
S0001972,P0005,ネイビー,1,2025-06-27,5343
S0001973,P0005,ブラウン,1,2025-07-02,5343
S0001974,P0005,ネイビー,1,2025-07-03,5343
S0001975,P0005,ベージュ,1,2025-07-04,5343
S0001976,P0005,ブラック,1,2025-07-04,5343
S0001977,P0005,ブラウン,1,2025-07-06,5343
S0001978,P0005,ブラック,2,2025-07-07,10686
S0001979,P0005,ネイビー,1,2025-07-07,5343
S0001980,P0005,ベージュ,1,2025-07-08,5343
S0001981,P0005,ネイビー,1,2025-07-08,5343
S0001982,P0005,ブラック,1,2025-07-11,5343
S0001983,P0005,ネイビー,1,2025-07-11,5343
S0001984,P0005,ベージュ,1,2025-07-12,5343
S0001985,P0005,ネイビー,1,2025-07-13,5343
S0001986,P0005,ベージュ,1,2025-07-14,5343
S0001987,P0005,ブラウン,1,2025-07-14,5343
S0001988,P0005,ブラック,1,2025-07-16,5343
S0001989,P0005,ネイビー,1,2025-07-17,5343
S0001990,P0005,ブラウン,1,2025-07-18,5343
S0001991,P0005,ベージュ,1,2025-07-19,5343
S0001992,P0005,ネイビー,1,2025-07-19,5343
S0001993,P0005,ベージュ,1,2025-07-20,5343
S0001994,P0005,ネイビー,1,2025-07-20,5343
S0001995,P0005,ベージュ,1,2025-07-22,5343
S0001996,P0005,ブラック,1,2025-07-22,5343
S0001997,P0005,ブラウン,1,2025-07-22,5343
S0001998,P0005,ネイビー,1,2025-07-22,5343
S0001999,P0005,ベージュ,1,2025-07-23,5343
S0002000,P0005,ブラウン,1,2025-07-23,5343
S0002001,P0005,ブラック,1,2025-07-25,5343
S0002002,P0005,ベージュ,2,2025-07-26,10686
S0002003,P0005,ブラック,1,2025-07-26,5343
S0002004,P0005,ブラック,1,2025-07-27,5343
S0002005,P0005,ブラウン,2,2025-07-27,10686
S0002006,P0005,ベージュ,1,2025-07-28,5343
S0002007,P0005,ブラック,1,2025-07-28,5343
S0002008,P0005,ブラウン,1,2025-07-28,5343
S0002009,P0005,ネイビー,1,2025-07-28,5343
S0002010,P0005,ブラック,1,2025-07-29,5343
S0002011,P0005,ブラウン,1,2025-07-29,5343
S0002012,P0005,ネイビー,2,2025-07-29,10686
S0002013,P0005,ブラック,1,2025-07-30,5343
S0002014,P0005,ブラウン,1,2025-07-30,5343
S0002015,P0005,ブラック,2,2025-07-31,10686
S0002016,P0005,ネイビー,1,2025-08-01,5343
S0002017,P0005,ベージュ,1,2025-08-03,5343
S0002018,P0005,ブラウン,2,2025-08-03,10686
S0002019,P0005,ブラック,1,2025-08-04,5343
S0002020,P0005,ネイビー,1,2025-08-04,5343
S0002021,P0005,ブラック,1,2025-08-05,5343
S0002022,P0005,ブラウン,1,2025-08-05,5343
S0002023,P0005,ネイビー,1,2025-08-05,5343
S0002024,P0005,ブラック,1,2025-08-06,5343
S0002025,P0005,ベージュ,1,2025-08-07,5343
S0002026,P0005,ブラック,1,2025-08-07,5343
S0002027,P0005,ネイビー,1,2025-08-07,5343
S0002028,P0005,ベージュ,1,2025-08-08,5343
S0002029,P0005,ブラウン,1,2025-08-08,5343
S0002030,P0005,ネイビー,1,2025-08-08,5343
S0002031,P0005,ブラック,1,2025-08-09,5343
S0002032,P0005,ネイビー,1,2025-08-09,5343
S0002033,P0005,ベージュ,1,2025-08-10,5343
S0002034,P0005,ブラック,1,2025-08-10,5343
S0002035,P0005,ブラック,1,2025-08-11,5343
S0002036,P0005,ネイビー,1,2025-08-11,5343
S0002037,P0005,ブラウン,1,2025-08-12,5343
S0002038,P0005,ブラウン,2,2025-08-15,10686
S0002039,P0005,ベージュ,1,2025-08-16,5343
S0002040,P0005,ブラウン,1,2025-08-16,5343
S0002041,P0005,ブラウン,2,2025-08-17,10686
S0002042,P0005,ブラウン,1,2025-08-18,5343
S0002043,P0005,ブラウン,1,2025-08-19,5343
S0002044,P0005,ネイビー,1,2025-08-19,5343
S0002045,P0005,ベージュ,1,2025-08-21,5343
S0002046,P0005,ブラック,1,2025-08-21,5343
S0002047,P0005,ベージュ,1,2025-08-22,5343
S0002048,P0005,ブラック,1,2025-08-22,5343
S0002049,P0005,ブラウン,1,2025-08-22,5343
S0002050,P0005,ネイビー,1,2025-08-22,5343
S0002051,P0005,ベージュ,1,2025-08-24,5343
S0002052,P0005,ブラック,3,2025-08-26,16029
S0002053,P0005,ネイビー,1,2025-08-26,5343
S0002054,P0005,ブラウン,2,2025-08-27,10686
S0002055,P0005,ブラウン,1,2025-08-28,5343
S0002056,P0005,ネイビー,3,2025-08-28,16029
S0002057,P0005,ベージュ,3,2025-08-29,16029
S0002058,P0005,ブラック,1,2025-08-29,5343
S0002059,P0005,ブラウン,1,2025-08-29,5343
S0002060,P0005,ネイビー,1,2025-08-29,5343
S0002061,P0005,ブラック,1,2025-08-30,5343
S0002062,P0005,ブラウン,1,2025-08-30,5343
S0002063,P0005,ネイビー,1,2025-08-30,5343
S0002064,P0005,ブラウン,1,2025-08-31,5343
S0002065,P0005,ベージュ,1,2025-09-01,5343
S0002066,P0005,ブラック,1,2025-09-01,5343
S0002067,P0005,ブラウン,1,2025-09-01,5343
S0002068,P0005,ネイビー,1,2025-09-01,5343
S0002069,P0005,ブラウン,1,2025-09-02,5343
S0002070,P0005,ベージュ,2,2025-09-03,10686
S0002071,P0005,ブラック,1,2025-09-03,5343
S0002072,P0005,ブラウン,1,2025-09-03,5343
S0002073,P0005,ブラック,1,2025-09-04,5343
S0002074,P0005,ブラック,1,2025-09-05,5343
S0002075,P0005,ブラウン,1,2025-09-06,5343
S0002076,P0005,ネイビー,1,2025-09-06,5343
S0002077,P0005,ベージュ,1,2025-09-08,5343
S0002078,P0005,ブラック,1,2025-09-08,5343
S0002079,P0005,ブラウン,1,2025-09-08,5343
S0002080,P0005,ベージュ,1,2025-09-09,5343
S0002081,P0005,ブラック,4,2025-09-09,21372
S0002082,P0005,ネイビー,1,2025-09-09,5343
S0002083,P0005,ベージュ,2,2025-09-10,10686
S0002084,P0005,ブラウン,1,2025-09-10,5343
S0002085,P0005,ネイビー,2,2025-09-10,10686
S0002086,P0005,ベージュ,1,2025-09-11,5343
S0002087,P0005,ブラック,1,2025-09-11,5343
S0002088,P0005,ネイビー,2,2025-09-11,10686
S0002089,P0005,ブラック,3,2025-09-12,16029
S0002090,P0005,ブラウン,1,2025-09-12,5343
S0002091,P0005,ネイビー,1,2025-09-12,5343
S0002092,P0005,ベージュ,2,2025-09-14,10686
S0002093,P0005,ブラック,1,2025-09-14,5343
S0002094,P0005,ブラウン,1,2025-09-14,5343
S0002095,P0005,ベージュ,1,2025-09-15,5343
S0002096,P0005,ブラック,1,2025-09-16,5343
S0002097,P0005,ネイビー,1,2025-09-16,5343
S0002098,P0005,ブラウン,1,2025-09-18,5343
S0002099,P0005,ネイビー,1,2025-09-18,5343
S0002100,P0005,ベージュ,2,2025-09-19,10686
S0002101,P0005,ネイビー,1,2025-09-19,5343
S0002102,P0005,ベージュ,1,2025-09-20,5343
S0002103,P0005,ネイビー,1,2025-09-20,5343
S0002104,P0005,ネイビー,1,2025-09-21,5343
S0002105,P0005,ブラック,1,2025-09-22,5343
S0002106,P0005,ブラウン,2,2025-09-22,10686
S0002107,P0005,ネイビー,1,2025-09-22,5343
S0002108,P0005,ベージュ,1,2025-09-23,5343
S0002109,P0005,ブラック,2,2025-09-24,10686
S0002110,P0005,ネイビー,1,2025-09-24,5343
S0002111,P0005,ブラック,2,2025-09-25,10686
S0002112,P0005,ブラウン,1,2025-09-25,5343
S0002113,P0005,ベージュ,2,2025-09-26,10686
S0002114,P0005,ブラック,1,2025-09-26,5343
S0002115,P0005,ネイビー,1,2025-09-26,5343
S0002116,P0005,ベージュ,1,2025-09-27,5343
S0002117,P0005,ブラック,1,2025-09-27,5343
S0002118,P0005,ネイビー,3,2025-09-27,16029
S0002119,P0005,ベージュ,1,2025-09-28,5343
S0002120,P0005,ブラック,3,2025-09-28,16029
S0002121,P0005,ベージュ,1,2025-09-29,5343
S0002122,P0005,ブラック,2,2025-09-29,10686
S0002123,P0005,ブラウン,1,2025-09-29,5343
S0002124,P0005,ベージュ,1,2025-09-30,5343
S0002125,P0005,ブラック,1,2025-09-30,5343
S0002126,P0005,ネイビー,1,2025-09-30,5343
S0002127,P0005,ベージュ,1,2025-10-01,5343
S0002128,P0005,ブラック,1,2025-10-02,5343
S0002129,P0005,ブラウン,1,2025-10-02,5343
S0002130,P0005,ネイビー,1,2025-10-02,5343
S0002131,P0005,ベージュ,5,2025-10-03,26715
S0002132,P0005,ブラック,2,2025-10-03,10686
S0002133,P0005,ベージュ,1,2025-10-04,5343
S0002134,P0005,ブラウン,1,2025-10-04,5343
S0002135,P0005,ベージュ,1,2025-10-05,5343
S0002136,P0005,ブラウン,1,2025-10-05,5343
S0002137,P0005,ブラック,1,2025-10-06,5343
S0002138,P0005,ネイビー,1,2025-10-06,5343
S0002139,P0005,ブラック,2,2025-10-07,10686
S0002140,P0005,ブラウン,1,2025-10-07,5343
S0002141,P0005,ネイビー,2,2025-10-07,10686
S0002142,P0005,ブラウン,2,2025-10-08,10686
S0002143,P0005,ブラック,1,2025-10-10,5343
S0002144,P0005,ブラウン,1,2025-10-10,5343
S0002145,P0005,ベージュ,1,2025-10-11,5343
S0002146,P0005,ネイビー,2,2025-10-11,10686
S0002147,P0005,ベージュ,1,2025-10-12,5343
S0002148,P0005,ブラウン,2,2025-10-12,10686
S0002149,P0005,ネイビー,1,2025-10-12,5343
S0002150,P0005,ベージュ,2,2025-10-13,10686
S0002151,P0005,ブラウン,3,2025-10-13,16029
S0002152,P0005,ネイビー,2,2025-10-13,10686
S0002153,P0005,ブラウン,1,2025-10-14,5343
S0002154,P0005,ネイビー,2,2025-10-14,10686
S0002155,P0005,ブラウン,1,2025-10-15,5343
S0002156,P0005,ネイビー,1,2025-10-15,5343
S0002157,P0005,ネイビー,1,2025-10-17,5343
S0002158,P0005,ベージュ,2,2025-10-18,10686
S0002159,P0005,ベージュ,1,2025-10-19,5343
S0002160,P0005,ブラック,1,2025-10-19,5343
S0002161,P0005,ネイビー,1,2025-10-19,5343
S0002162,P0005,ベージュ,1,2025-10-20,5343
S0002163,P0005,ブラック,1,2025-10-20,5343
S0002164,P0005,ネイビー,1,2025-10-20,5343
S0002165,P0005,ブラック,1,2025-10-21,5343
S0002166,P0005,ネイビー,1,2025-10-21,5343
S0002167,P0005,ベージュ,1,2025-10-22,5343
S0002168,P0005,ネイビー,1,2025-10-22,5343
S0002169,P0005,ネイビー,2,2025-10-24,10686
S0002170,P0005,ベージュ,2,2025-10-25,10686
S0002171,P0005,ブラウン,1,2025-10-25,5343
S0002172,P0005,ネイビー,1,2025-10-25,5343
S0002173,P0005,ベージュ,1,2025-10-26,5343
S0002174,P0005,ブラック,1,2025-10-26,5343
S0002175,P0005,ブラウン,2,2025-10-27,10686
S0002176,P0005,ネイビー,2,2025-10-27,10686
S0002177,P0005,ブラウン,1,2025-10-28,5343
S0002178,P0005,ブラウン,1,2025-10-29,5343
S0002179,P0005,ネイビー,1,2025-10-29,5343
S0002180,P0005,ブラウン,1,2025-10-30,5343
S0002181,P0005,ベージュ,1,2025-10-31,5343
S0002182,P0005,ネイビー,1,2025-10-31,5343
S0002183,P0005,ベージュ,2,2025-11-01,10686
S0002184,P0005,ブラウン,3,2025-11-01,16029
S0002185,P0005,ネイビー,1,2025-11-01,5343
S0002186,P0005,ベージュ,1,2025-11-02,5343
S0002187,P0005,ブラック,2,2025-11-02,10686
S0002188,P0005,ブラウン,1,2025-11-02,5343
S0002189,P0005,ネイビー,1,2025-11-02,5343
S0002190,P0005,ブラック,1,2025-11-03,5343
S0002191,P0005,ネイビー,1,2025-11-03,5343
S0002192,P0005,ベージュ,1,2025-11-04,5343
S0002193,P0005,ブラウン,1,2025-11-04,5343
S0002194,P0005,ネイビー,1,2025-11-04,5343
S0002195,P0005,ベージュ,1,2025-11-05,5343
S0002196,P0005,ブラック,1,2025-11-05,5343
S0002197,P0005,ブラウン,1,2025-11-06,5343
S0002198,P0005,ネイビー,1,2025-11-06,5343
S0002199,P0005,ベージュ,1,2025-11-07,5343
S0002200,P0005,ブラウン,1,2025-11-07,5343
S0002201,P0005,ネイビー,3,2025-11-07,16029
S0002202,P0005,ベージュ,2,2025-11-09,10686
S0002203,P0005,ブラウン,1,2025-11-09,5343
S0002204,P0005,ベージュ,1,2025-11-11,5343
S0002205,P0005,ブラック,3,2025-11-11,16029
S0002206,P0005,ブラウン,1,2025-11-11,5343
S0002207,P0005,ネイビー,1,2025-11-11,5343
S0002208,P0005,ベージュ,2,2025-11-12,10686
S0002209,P0005,ブラック,2,2025-11-12,10686
S0002210,P0005,ブラウン,1,2025-11-12,5343
S0002211,P0005,ベージュ,2,2025-11-14,10686
S0002212,P0005,ネイビー,1,2025-11-14,5343
S0002213,P0005,ベージュ,1,2025-11-15,5343
S0002214,P0005,ブラック,1,2025-11-15,5343
S0002215,P0005,ネイビー,1,2025-11-15,5343
S0002216,P0005,ネイビー,3,2025-11-16,16029
S0002217,P0005,ベージュ,1,2025-11-17,5343
S0002218,P0005,ブラック,4,2025-11-17,21372
S0002219,P0005,ベージュ,4,2025-11-18,21372
S0002220,P0005,ブラック,1,2025-11-18,5343
S0002221,P0005,ネイビー,1,2025-11-18,5343
S0002222,P0005,ベージュ,2,2025-11-19,10686
S0002223,P0005,ネイビー,1,2025-11-19,5343
S0002224,P0005,ベージュ,1,2025-11-20,5343
S0002225,P0005,ブラック,3,2025-11-20,16029
S0002226,P0005,ネイビー,1,2025-11-20,5343
S0002227,P0005,ブラウン,2,2025-11-21,10686
S0002228,P0005,ベージュ,1,2025-11-22,5343
S0002229,P0005,ブラック,4,2025-11-22,21372
S0002230,P0005,ネイビー,2,2025-11-22,10686
S0002231,P0005,ネイビー,1,2025-11-23,5343
S0002232,P0005,ベージュ,1,2025-11-24,5343
S0002233,P0005,ブラック,1,2025-11-24,5343
S0002234,P0005,ブラウン,2,2025-11-24,10686
S0002235,P0005,ネイビー,1,2025-11-24,5343
S0002236,P0005,ベージュ,1,2025-11-25,5343
S0002237,P0005,ブラック,2,2025-11-25,10686
S0002238,P0005,ブラウン,1,2025-11-25,5343
S0002239,P0005,ネイビー,1,2025-11-25,5343
S0002240,P0005,ブラック,1,2025-11-26,5343
S0002241,P0005,ブラウン,3,2025-11-26,16029
S0002242,P0005,ネイビー,1,2025-11-26,5343
S0002243,P0005,ベージュ,3,2025-11-27,16029
S0002244,P0005,ネイビー,1,2025-11-27,5343
S0002245,P0005,ベージュ,1,2025-11-28,5343
S0002246,P0005,ブラック,4,2025-11-28,21372
S0002247,P0005,ブラウン,1,2025-11-28,5343
S0002248,P0005,ネイビー,2,2025-11-28,10686
S0002249,P0005,ベージュ,1,2025-11-29,5343
S0002250,P0005,ブラック,2,2025-11-29,10686
S0002251,P0005,ブラウン,1,2025-11-29,5343
S0002252,P0005,ベージュ,2,2025-11-30,10686
S0002253,P0005,ブラック,1,2025-11-30,5343
S0002254,P0005,ブラウン,1,2025-11-30,5343
S0002255,P0005,ベージュ,1,2025-12-01,5343
S0002256,P0005,ブラック,1,2025-12-01,5343
S0002257,P0005,ネイビー,2,2025-12-01,10686
S0002258,P0005,ベージュ,2,2025-12-03,10686
S0002259,P0005,ブラウン,1,2025-12-03,5343
S0002260,P0005,ネイビー,2,2025-12-03,10686
S0002261,P0005,ベージュ,1,2025-12-04,5343
S0002262,P0005,ブラック,1,2025-12-04,5343
S0002263,P0005,ブラウン,2,2025-12-04,10686
S0002264,P0005,ブラック,1,2025-12-05,5343
S0002265,P0005,ネイビー,1,2025-12-05,5343
S0002266,P0005,ブラック,1,2025-12-07,5343
S0002267,P0005,ベージュ,1,2025-12-08,5343
S0002268,P0005,ブラウン,2,2025-12-08,10686
S0002269,P0005,ネイビー,1,2025-12-08,5343
S0002270,P0005,ベージュ,3,2025-12-09,16029
S0002271,P0005,ブラウン,4,2025-12-09,21372
S0002272,P0005,ネイビー,1,2025-12-09,5343
S0002273,P0005,ベージュ,3,2025-12-10,16029
S0002274,P0005,ブラック,1,2025-12-10,5343
S0002275,P0005,ブラウン,1,2025-12-10,5343
S0002276,P0005,ネイビー,1,2025-12-10,5343
S0002277,P0005,ブラック,1,2025-12-11,5343
S0002278,P0005,ブラウン,2,2025-12-11,10686
S0002279,P0005,ネイビー,3,2025-12-11,16029
S0002280,P0005,ベージュ,3,2025-12-12,16029
S0002281,P0005,ブラウン,3,2025-12-12,16029
S0002282,P0005,ベージュ,1,2025-12-13,5343
S0002283,P0005,ブラウン,1,2025-12-13,5343
S0002284,P0005,ネイビー,2,2025-12-13,10686
S0002285,P0005,ベージュ,1,2025-12-14,5343
S0002286,P0005,ブラウン,5,2025-12-14,26715
S0002287,P0005,ネイビー,2,2025-12-14,10686
S0002288,P0005,ベージュ,1,2025-12-15,5343
S0002289,P0005,ブラック,2,2025-12-15,10686
S0002290,P0005,ブラウン,2,2025-12-15,10686
S0002291,P0005,ネイビー,1,2025-12-15,5343
S0002292,P0005,ベージュ,1,2025-12-16,5343
S0002293,P0005,ブラック,1,2025-12-16,5343
S0002294,P0005,ブラウン,1,2025-12-16,5343
S0002295,P0005,ネイビー,1,2025-12-16,5343
S0002296,P0005,ブラック,1,2025-12-17,5343
S0002297,P0005,ネイビー,1,2025-12-17,5343
S0002298,P0005,ベージュ,1,2025-12-18,5343
S0002299,P0005,ベージュ,2,2025-12-19,10686
S0002300,P0005,ブラック,1,2025-12-19,5343
S0002301,P0005,ブラウン,1,2025-12-19,5343
S0002302,P0005,ベージュ,3,2025-12-20,16029
S0002303,P0005,ネイビー,1,2025-12-20,5343
S0002304,P0005,ベージュ,1,2025-12-21,5343
S0002305,P0005,ブラック,2,2025-12-21,10686
S0002306,P0005,ブラウン,1,2025-12-21,5343
S0002307,P0005,ベージュ,1,2025-12-22,5343
S0002308,P0005,ブラウン,4,2025-12-22,21372
S0002309,P0005,ネイビー,1,2025-12-22,5343
S0002310,P0005,ベージュ,7,2025-12-23,37401
S0002311,P0005,ブラック,1,2025-12-23,5343
S0002312,P0005,ネイビー,1,2025-12-23,5343
S0002313,P0005,ブラック,2,2025-12-24,10686
S0002314,P0005,ブラウン,2,2025-12-24,10686
S0002315,P0005,ネイビー,1,2025-12-24,5343
S0002316,P0005,ブラック,1,2025-12-25,5343
